コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,215.00,222.00,215.00,217.00,823000,179562000
1305-T,ETFTPX,東証,851.00,865.00,849.00,855.00,767000,656521300
1306-T,TOPIX投,東証,850.00,864.00,846.00,853.00,2368870,2022773850
1308-T,上場TPX,東証,830.00,847.00,830.00,838.00,486000,407813000
1309-O,上証50連,大証,19830.00,20200.00,19820.00,20010.00,6690,133455710
1310-T,ETF･コア30,東証,495.00,497.00,495.00,497.00,200,99200
1311-T,TOPIX30,東証,492.00,505.00,492.00,504.00,30670,15135290
1312-O,RN小型コア,大証,8210.00,8210.00,8210.00,8210.00,7,57470
1313-T,KODEX200,東証,1022.00,1048.00,1022.00,1043.00,620,635610
1314-T,上場新興,東証,501.00,501.00,501.00,501.00,100,50100
1316-T,上場大型,東証,580.00,580.00,580.00,580.00,1000,580000
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,,,,,0,0
1319-T,300投信,東証,166.00,166.00,166.00,166.00,5000,830000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,8640.00,8860.00,8640.00,8760.00,195740,1717295200
1321-O,225投信,大証,8680.00,8890.00,8640.00,8800.00,561850,4937592180
1322-T,上場パンタ,東証,2595.00,2620.00,2580.00,2590.00,3000,7803800
1323-O,南ア40,大証,186.00,189.00,186.00,187.00,7400,1385600
1324-O,RTS連動,大証,70.00,72.00,68.00,70.00,71500,5009000
1325-T,ボベスパ,東証,147.00,149.00,141.00,145.00,143500,20870700
1326-T,SPDRゴール,東証,7450.00,7500.00,7440.00,7500.00,14042,104862300
1327-T,EASY商品,東証,3280.00,3310.00,3250.00,3310.00,996,3268890
1328-O,金連動,大証,2405.00,2420.00,2395.00,2410.00,173470,417248000
1329-T,iS225,東証,8660.00,8780.00,8580.00,8700.00,1940,16824700
1330-T,上場225,東証,8700.00,8900.00,8680.00,8820.00,315310,2777426000
1332-T,日水,東証1部,229.00,252.00,229.00,251.00,2156600,527302100
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,144.00,151.00,144.00,149.00,2851000,422844000
1340-O,印ルピー,大証,187.00,189.00,182.00,188.00,9100,1676400
1341-O,伯レアル,大証,3810.00,3810.00,3760.00,3760.00,670,2526100
1342-O,露ルーブル,大証,328.00,332.00,319.00,332.00,4800,1544800
1343-T,REIT-ETF,東証,923.00,942.00,921.00,925.00,39450,36753730
1344-T,MXSコア30,東証,490.00,498.00,490.00,495.00,530,261640
1345-T,上場Jリート,東証,910.00,938.00,910.00,922.00,13200,12243700
1352-T,ホウスイ,東証1部,80.00,81.00,80.00,80.00,25000,2009000
1376-J,カネコ種,JQ,617.00,619.00,610.00,615.00,3900,2402500
1377-T,サカタのタネ,東証1部,1405.00,1407.00,1387.00,1396.00,35700,49966500
1378-T,雪国マイタケ,東証2部,344.00,348.00,343.00,347.00,7800,2693100
1379-T,ホクト,東証1部,2470.00,2500.00,2440.00,2480.00,65300,162006000
1380-J,秋川牧園,JQ,,,,,0,0
1381-J,アクシーズ,JQ,767.00,800.00,762.00,800.00,4500,3457300
1382-J,ホーブ,JQ,150000.00,150000.00,150000.00,150000.00,3,450000
1400-H,ルーデン,HCグロース,3320.00,3430.00,3110.00,3290.00,259,843140
1401-F,エムビーエス,福証Q-Board,,,,,0,0
1405-T,サーラ住宅,東証2部,301.00,305.00,301.00,301.00,7300,2201500
1407-J,ウエストHD,JQ,91.00,95.00,89.00,90.00,14500,1305500
1408-H,サムシングHD,HCグロース,29400.00,29410.00,29010.00,29010.00,13,381430
1412-T,チャイナボーチ,東証1部外国,23010.00,23610.00,22200.00,23500.00,538,12337320
1414-T,ショーボンド,東証1部,1915.00,1972.00,1915.00,1929.00,112700,219533700
1416-O,日本インテ,大証2部,30.00,31.00,30.00,31.00,4000,121000
1491-T,中外鉱,東証2部,32.00,32.00,31.00,32.00,406400,12852200
1491-O,中外鉱,大証2部,36.00,36.00,36.00,36.00,400,14400
1514-T,住石HD,東証1部,87.00,90.00,87.00,89.00,133900,11833000
1515-T,日鉄鉱,東証1部,271.00,278.00,270.00,274.00,146000,39998000
1518-T,三井松,東証1部,130.00,133.00,128.00,128.00,1706000,221244000
1518-F,三井松,福証,,,,,0,0
1605-T,国際帝石,東証1部,612000.00,641000.00,608000.00,623000.00,7392,4597198000
1610-T,ETF･電機,東証,,,,,0,0
1612-T,ETF･銀行,東証,157.00,162.00,157.00,162.00,6000,954000
1613-T,電機,東証,913.00,919.00,913.00,919.00,110,100490
1615-T,銀行,東証,163.00,173.00,163.00,171.00,3122500,526378100
1617-T,食品,東証,,,,,0,0
1618-T,エネ資源,東証,11510.00,11910.00,11510.00,11770.00,77,904010
1619-T,建設資材,東証,,,,,0,0
1620-T,素材化学,東証,,,,,0,0
1621-T,医薬品,東証,11510.00,11560.00,11420.00,11420.00,564,6489290
1622-T,自動車,東証,8400.00,8650.00,8400.00,8510.00,111,938170
1623-T,鉄鋼非鉄,東証,18430.00,18430.00,18430.00,18430.00,1,18430
1624-T,機械,東証,13330.00,13330.00,13330.00,13330.00,12,159960
