コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,3125.00,3175.00,3120.00,3150.00,40700,128396500
1305-T,ETFTPX,東証,1677.00,1689.00,1677.00,1686.00,93930,158349470
1306-T,TOPIX投,東証,1656.00,1665.00,1653.00,1664.00,2383400,3959104700
1308-T,上場TPX,東証,1639.00,1649.00,1638.00,1647.00,310000,510064500
1309-T,上証50連,東証,27400.00,27550.00,27210.00,27550.00,151,4146030
1310-T,ETF･コア30,東証,729.00,729.00,728.00,729.00,40,29150
1311-T,TOPIX30,東証,742.00,746.00,742.00,746.00,4640,3452830
1312-T,RN小型コア,東証,19960.00,19960.00,19960.00,19960.00,1,19960
1313-T,KODEX200,東証,2924.00,2924.00,2924.00,2924.00,50,146200
1314-T,上場新興,東証,,,,,0,0
1319-T,300投信,東証,311.00,313.00,307.00,313.00,24000,7482000
1319-S,300投信,札証,302.00,302.00,302.00,302.00,3000,906000
1319-F,300投信,福証,,,,,0,0
1320-T,ETF225,東証,20640.00,20760.00,20620.00,20750.00,58566,1213695920
1321-T,225投信,東証,20620.00,20750.00,20610.00,20740.00,138516,2866280130
1322-T,上場パンタ,東証,4650.00,4675.00,4620.00,4670.00,370,1720300
1323-T,南ア40,東証,,,,,0,0
1324-T,RTS連動,東証,111.00,111.00,110.00,111.00,21200,2352800
1325-T,ボベスパ,東証,170.00,171.00,169.00,171.00,61200,10368300
1326-T,SPDRゴール,東証,13240.00,13250.00,13210.00,13210.00,3137,41525960
1327-T,EASY商品,東証,3035.00,3040.00,3035.00,3035.00,77,233845
1328-T,金連動,東証,3680.00,3680.00,3665.00,3665.00,910,3346750
1329-T,iS225,東証,20570.00,20690.00,20570.00,20680.00,471,9726610
1330-T,上場225,東証,20690.00,20800.00,20670.00,20790.00,58580,1216572400
1332-T,日水,東証1部,678.00,685.00,674.00,682.00,2002300,1365268400
1333-T,マルハニチロ,東証1部,3125.00,3130.00,3095.00,3100.00,145600,452081500
1343-T,REIT-ETF,東証,1851.00,1856.00,1843.00,1855.00,40060,74024370
1344-T,MXSコア30,東証,699.00,699.00,697.00,699.00,500,348930
1345-T,上場Jリート,東証,1755.00,1758.00,1750.00,1758.00,21500,37651000
1346-T,MXS225,東証,20590.00,20710.00,20570.00,20690.00,24810,512444890
1347-T,上場グリチ,東証,,,,,0,0
1348-T,MXSトピクス,東証,1648.00,1658.00,1646.00,1655.00,94220,155821470
1349-T,アジア債券,東証,12790.00,12800.00,12700.00,12780.00,32,408430
1352-T,ホウスイ,東証1部,121.00,123.00,121.00,122.00,83000,10137000
1356-T,TPXベア2,東証,3215.00,3220.00,3170.00,3175.00,136950,436045200
1357-T,日経ダブ,東証,1745.00,1748.00,1724.00,1726.00,7423133,12850433906
1358-T,上場2倍,東証,15050.00,15220.00,15020.00,15190.00,6046,91659160
1360-T,日経ベア2,東証,4185.00,4195.00,4135.00,4145.00,408020,1695670300
1361-T,iS米HY債,東証,11690.00,11750.00,11680.00,11750.00,230,2690970
1362-T,iS新興債,東証,7350.00,7400.00,7350.00,7400.00,613,4525420
1363-T,iS米国債,東証,22220.00,22220.00,21920.00,21930.00,51,1129990
1364-T,iSJPX400,東証,14410.00,14510.00,14410.00,14500.00,307,4448230
1365-T,225ダブル,東証,12100.00,12240.00,12080.00,12230.00,58374,711323110
1366-T,225Dベア,東証,4560.00,4560.00,4500.00,4505.00,108160,488339265
1367-T,TPXダブル,東証,12230.00,12370.00,12200.00,12350.00,11640,143391520
1368-T,TPXDベア,東証,4675.00,4680.00,4610.00,4620.00,10674,49396690
1369-T,One225,東証,20160.00,20280.00,20160.00,20270.00,93,1882620
